Device Selection
Report Version,Date,Product,Release,Version,Design Name,Family,Die,Package
0.1,Tue Dec 29 11:57:21 2020,Designer,v2021.10,2021.10.1.1,IOG_IOD_DDRX4_COMP,PolarFire,MPF300T,FCG1152
Pin Report
Pin,Port,Function,Bank,State,I/O Std,Direction,Used I/O Reg,User I/O Lock Down,Clamp Diode,Resistor Pull,Use I/O Calibration from the lane,Schmitt Trigger,Vcm Input Range,On Die Termination,Odt Value (Ohm),Input Delay,Slew,Output Drive (mA),Impedance (ohm),Output Load (pF),Source Termination (Ohm),Output Delay,Board Layout
C24,---,HSIO67NB6,Bank6,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
C25,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
C26,---,HSIO70NB6,Bank6,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
C27,---,HSIO71PB6/CCC_SE_CLKIN_S_15,Bank6,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
C28,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
C29,---,VDDA,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Must connect VDDA to 1.0v/1.05v or to VSS through resistor (10K ohm)
C30,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
C31,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
C32,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
C33,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
C34,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
D1,---,GPIO245NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
D2,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
D3,---,GPIO248PB2/CCC_SW_PLL1_OUT1,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
D4,---,GPIO248NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
D5,---,GPIO249PB2/CLKIN_S_3/CCC_SW_CLKIN_S_3,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
D6,---,GPIO13NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
D7,---,VDDI2,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.8v
D8,---,GPIO14PB2/DQS,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
D9,RX_BIT_ALIGN_LEFT_WIN[0],GPIO24PB2,Bank2,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,RX_BIT_ALIGN_LEFT_WIN[0]
D10,RX_BIT_ALIGN_RGHT_WIN_0[6],GPIO26PB2/DQS,Bank2,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,RX_BIT_ALIGN_RGHT_WIN_0[6]
D11,RX_BIT_ALIGN_LEFT_WIN[3],GPIO26NB2/DQS,Bank2,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,RX_BIT_ALIGN_LEFT_WIN[3]
D12,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
D13,RX_BIT_ALIGN_RGHT_WIN_0[3],GPIO27PB2/CLKIN_S_8/CCC_SE_CLKIN_S_8,Bank2,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,RX_BIT_ALIGN_RGHT_WIN_0[3]
D14,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
D15,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
D16,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
D17,---,VDDI6,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.8v
D18,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
D19,DEM_BIT_ALGN_TAPDLY_0[5],HSIO42PB6,Bank6,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,DEM_BIT_ALGN_TAPDLY_0[5]
D20,DEM_BIT_ALGN_TAPDLY_0[1],HSIO42NB6,Bank6,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,DEM_BIT_ALGN_TAPDLY_0[1]
D21,BIT_ALGN_OOR,HSIO48NB6,Bank6,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,BIT_ALGN_OOR
D22,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
D23,RXD[0],HSIO52PB6,Bank6,Fixed,SSTL18I,Input,None,No,ON,None,No,OFF,MID,ON,50,---,---,---,---,---,---,---,RXD[0]
D24,---,HSIO67PB6,Bank6,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
D25,---,HSIO70PB6/CCC_SE_PLL1_OUT1,Bank6,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
D26,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
D27,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
D28,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
D29,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
D30,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
D31,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
D32,---,VDDA,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Must connect VDDA to 1.0v/1.05v or to VSS through resistor (10K ohm)
D33,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
D34,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E1,---,GPIO245PB2/CCC_SW_CLKIN_S_1,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E2,---,GPIO246NB2/DQS,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E3,---,GPIO247NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E4,---,VDDI2,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.8v
E5,---,GPIO249NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E6,---,GPIO13PB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E7,---,GPIO15PB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E8,---,GPIO15NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E9,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
E10,---,GPIO20PB2/DQS,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E11,---,GPIO20NB2/DQS,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E12,RX_BIT_ALIGN_LEFT_WIN[4],GPIO23NB2,Bank2,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,RX_BIT_ALIGN_LEFT_WIN[4]
E13,DEM_BIT_ALGN_TAPDLY[3],GPIO22NB2,Bank2,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,DEM_BIT_ALGN_TAPDLY[3]
E14,---,VDDI2,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.8v
E15,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E16,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E17,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E18,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E19,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
E20,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E21,---,HSIO48PB6,Bank6,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E22,---,HSIO51PB6,Bank6,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E23,PLL_LOCK,HSIO51NB6,Bank6,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,PLL_LOCK
E24,---,VDDI6,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.8v
E25,---,HSIO63PB6/CLKIN_S_12/CCC_SE_CLKIN_S_12/CCC_SE_PLL0_OUT0,Bank6,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E26,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
E27,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,DNC or Use as Global Clock
E28,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,DNC or Use as Global Clock
E29,---,VDDA,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Must connect VDDA to 1.0v/1.05v or to VSS through resistor (10K ohm)
E30,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
E31,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E32,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
E33,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
E34,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
F1,---,VDDI2,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.8v
F2,---,GPIO246PB2/DQS/CCC_SW_PLL1_OUT0,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F3,---,GPIO247PB2/CLKIN_S_2/CCC_SW_CLKIN_S_2/CCC_SW_PLL1_OUT0,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F4,---,GPIO244NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F5,---,GPIO11NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F6,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
F7,---,GPIO9NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F8,---,GPIO9PB2/CLKIN_S_6,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F9,---,GPIO6NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F10,RX_BIT_ALIGN_LEFT_WIN[5],GPIO21NB2,Bank2,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,RX_BIT_ALIGN_LEFT_WIN[5]
F11,---,VDDI2,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.8v
F12,RX_BIT_ALIGN_RGHT_WIN_0[2],GPIO23PB2,Bank2,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,RX_BIT_ALIGN_RGHT_WIN_0[2]
F13,DEM_BIT_ALGN_TAPDLY[6],GPIO22PB2,Bank2,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,DEM_BIT_ALGN_TAPDLY[6]
F14,---,GPIO19PB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F15,---,GPIO19NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F16,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
F17,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F18,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F19,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F20,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F21,---,VDDI6,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.8v
F22,---,HSIO64NB6,Bank6,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F23,TX_CLK,HSIO62PB6/DQS/CCC_SE_PLL0_OUT0,Bank6,Fixed,SSTL18I,Output,None,No,ON,None,No,---,---,---,50,---,OFF,---,60,5,---,OFF,TX_CLK
F24,TX_CLK_N,HSIO62NB6/DQS,Bank6,Fixed,SSTL18I,Output,None,No,ON,None,No,---,---,---,50,---,OFF,---,60,5,---,OFF,TX_CLK_N
F25,---,HSIO63NB6,Bank6,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F26,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
F27,---,VDDA,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Must connect VDDA to 1.0v/1.05v or to VSS through resistor (10K ohm)
F28,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
F29,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F30,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F31,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
F32,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
F33,---,XCVR_3_TX0_P,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
F34,---,XCVR_3_TX0_N,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G1,---,GPIO243NB5,Bank5,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G2,---,GPIO243PB5/CLKIN_W_0/CCC_SW_CLKIN_W_0,Bank5,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G3,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
G4,---,GPIO244PB2/CCC_SW_CLKIN_S_0,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G5,---,GPIO11PB2/CLKIN_S_7,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G6,---,GPIO10NB2/LPRB_B,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Probe B
G7,---,GPIO8NB2/DQS,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G8,---,VDDI2,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.8v
G9,---,GPIO6PB2/CLKIN_S_4,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G10,---,GPIO21PB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G11,---,GPIO18NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G12,---,GPIO18PB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G13,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
G14,---,GPIO3NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G15,---,GPIO5PB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G16,---,GPIO5NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G17,RX_BIT_ALIGN_RGHT_WIN[2],HSIO37NB6,Bank6,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,RX_BIT_ALIGN_RGHT_WIN[2]
G18,---,VDDI6,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.8v
G19,RX_BIT_ALIGN_LEFT_WIN_0[4],HSIO39NB6,Bank6,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,RX_BIT_ALIGN_LEFT_WIN_0[4]
G20,DEM_BIT_ALGN_TAPDLY_0[6],HSIO41PB6,Bank6,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,DEM_BIT_ALGN_TAPDLY_0[6]
G21,RX_BIT_ALIGN_RGHT_WIN[7],HSIO41NB6,Bank6,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,RX_BIT_ALIGN_RGHT_WIN[7]
G22,---,HSIO64PB6/CCC_SE_PLL0_OUT1,Bank6,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G23,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
G24,---,HSIO61PB6,Bank6,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G25,RX_CLK_N,HSIO65NB6,Bank6,Fixed,SSTL18I,Input,None,No,ON,None,No,OFF,MID,ON,50,OFF,---,---,---,---,---,---,RX_CLK_N
G26,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
G27,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,DNC or Use as Global Clock
G28,---,NC,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,DNC or Use as Global Clock
G29,---,VDDA,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Must connect VDDA to 1.0v/1.05v or to VSS through resistor (10K ohm)
G30,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
G31,---,XCVR_3_RX0_P,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G32,---,XCVR_3_RX0_N,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
G33,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
G34,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
H1,---,GPIO240NB5,Bank5,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
H2,---,GPIO240PB5/CLKIN_W_1/CCC_SW_CLKIN_W_1,Bank5,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
H3,---,GPIO242NB5,Bank5,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
H4,---,GPIO242PB5,Bank5,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
H5,---,VDDI5,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.8v
H6,---,GPIO10PB2/LPRB_A,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Probe A
H7,---,GPIO8PB2/DQS,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
H8,---,GPIO7NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
H9,---,GPIO7PB2/CLKIN_S_5,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
H10,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
H11,---,GPIO4NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
H12,---,GPIO1NB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
H13,---,GPIO1PB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
H14,---,GPIO3PB2,Bank2,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
H15,---,VDDI2,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.8v
H16,RX_BIT_ALIGN_RGHT_WIN[5],GPIO32PB2/DQS,Bank2,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,RX_BIT_ALIGN_RGHT_WIN[5]
H17,DEM_BIT_ALGN_TAPDLY[2],GPIO32NB2/DQS,Bank2,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,DEM_BIT_ALGN_TAPDLY[2]
H18,RX_BIT_ALIGN_RGHT_WIN[0],HSIO37PB6,Bank6,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,RX_BIT_ALIGN_RGHT_WIN[0]
H19,RX_BIT_ALIGN_LEFT_WIN_0[1],HSIO39PB6,Bank6,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,RX_BIT_ALIGN_LEFT_WIN_0[1]
H20,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
H21,RX_BIT_ALIGN_LEFT_WIN_0[2],HSIO36NB6,Bank6,Assigned,LVCMOS18,Output,None,No,ON,None,No,---,---,---,120,---,OFF,8,---,5,---,OFF,RX_BIT_ALIGN_LEFT_WIN_0[2]
H22,---,HSIO60NB6,Bank6,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
H23,---,HSIO60PB6,Bank6,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
H24,---,HSIO61NB6,Bank6,Unassigned,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
H25,RX_CLK_P,HSIO65PB6/CLKIN_S_13/CCC_SE_CLKIN_S_13,Bank6,Fixed,SSTL18I,Input,None,No,ON,None,No,OFF,MID,ON,50,OFF,---,---,---,---,---,---,RX_CLK_P
H26,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
H27,---,VDDA,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Must connect VDDA to 1.0v/1.05v or to VSS through resistor (10K ohm)
H28,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
H29,---,XCVR_3C_REFCLK_P,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,DNC or Use as Global Clock
H30,---,XCVR_3C_REFCLK_N,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,DNC or Use as Global Clock
H31,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
H32,---,VDDA,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Must connect VDDA to 1.0v/1.05v or to VSS through resistor (10K ohm)
H33,---,XCVR_3_TX1_P,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
H34,---,XCVR_3_TX1_N,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
